Region,Species,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2021_Q1,2021_Q2,2021_Q3,2021_Q4,2020_Q1,2020_Q2,2020_Q3,2020_Q4,2019_Q1,2019_Q2,2019_Q3,2019_Q4,2018_Q1,2018_Q2,2018_Q3,2018_Q4,2017_Q1,2017_Q2,2017_Q3,2017_Q4,2016_Q1,2016_Q2,2016_Q3,2016_Q4,2015_Q1,2015_Q2,2015_Q3,2015_Q4,2014_Q1,2014_Q2,2014_Q3,2014_Q4,2013_Q1,2013_Q2,2013_Q3,2013_Q4,2012_Q1,2012_Q2,2012_Q3,2012_Q4,2011_Q1,2011_Q2,2011_Q3,2011_Q4,2010_Q1,2010_Q2,2010_Q3,2010_Q4,2009_Q1,2009_Q2,2009_Q3,2009_Q4,2008_Q1,2008_Q2,2008_Q3,2008_Q4,2007_Q1,2007_Q2,2007_Q3,2007_Q4,2006_Q1,2006_Q2,2006_Q3,2006_Q4,2005_Q1,2005_Q2,2005_Q3,2005_Q4,2004_Q1,2004_Q2,2004_Q3,2004_Q4,2003_Q1,2003_Q2,2003_Q3,2003_Q4,2002_Q1,2002_Q2,2002_Q3,2002_Q4
Region X ,Eastern little tuna ,0.21,48.76,6.94,2.25,4.66,24.48,41.38,48.55,281.37,169.6,49.48,26.08,399.3,92.84,111.15,284.92,488.32,98.52,120.68,252.07,484.98,106.98,126.11,268.28,497.02,90.52,123.07,266.47,573.14,91.24,126.69,272.24,603.09,93.64,123.81,274.98,541.63,82.93,119.34,262.78,581.59,80.01,119.57,285.17,540.58,78.19,125.13,284.32,704.28,65.95,317.89,299.36,576.19,63.4,356.37,362.41,926.46,51.6,443.44,321.12,1141.11,119.49,783.66,314.36,1556.5,585.8,550.0,329.88,1704.03,764.5,697.94,559.65,1376.86,1404.84,1339.05,1338.46,2113.0,1334.48,1571.67,1357.32,2447.78,2349.16,2275.01,1375.82,2000.0,2069.0,2261.0,1169.0,2316.0,3245.0,3169.0,1619.0
Region X ,Fimbriated sardines ,31.42,35.54,4.29,9.81,112.44,41.84,10.14,43.23,340.04,476.68,300.27,254.14,573.19,601.23,459.31,155.04,644.52,810.07,485.05,193.72,713.9,876.77,529.1,218.85,760.42,897.8,568.48,234.02,862.84,974.54,623.13,242.4,858.59,956.49,635.54,242.27,868.71,898.33,581.57,236.86,862.02,853.06,611.11,250.0,998.0,966.59,628.06,230.0,947.83,958.09,648.18,57.13,1006.11,1023.96,655.51,62.21,1076.09,975.7,650.99,52.01,486.73,300.15,585.33,67.93,270.1,333.01,182.71,86.16,242.64,244.75,167.95,86.81,130.0,120.0,177.0,89.0,151.0,110.88,90.08,90.0,200.0,78.29,99.45,9.28,53.333333333333336,65.0,85.0,10.0,,,,
Region X ,Flying fish ,11.32,11.32,11.32,11.32,8.235,15.49,8.235,0.98,86.04,269.0,123.14666666666666,14.4,79.23,214.91,106.46,105.97,80.2,218.75,110.13,107.96,81.49,218.0,120.36,127.41,75.7,216.69,132.67,125.5,72.94,209.7,128.35,127.65,64.7,210.24,116.96,124.68,60.66,180.08,108.09,108.89,56.2,209.92,107.49,95.58,74.58,200.28,102.76,93.2,20.37,239.28,119.35,97.02,19.75,268.15,144.16,97.08,43.8,299.29,141.69,105.42,64.4,249.44,16.05,108.35,51.91,51.44,70.98,174.96,90.49,90.49,90.49,90.49,10.1,10.1,10.1,10.1,6.0,6.0,6.0,6.0,402.09999999999997,402.09999999999997,15.17,789.03,300.0,150.0,13.0,900.0,250.0,409.0,10.0,808.0
Region X ,Frigate tuna ,228.03,608.83,449.82,516.08,135.75,567.18,596.29,550.97,670.89,1061.96,1062.55,732.01,906.76,1133.43,972.68,475.59,1227.39,1404.97,1061.93,457.58,1387.27,2356.19,1225.75,579.98,1350.53,2352.09,1406.52,558.77,1295.93,2289.43,1481.11,572.48,1305.96,2420.11,1458.15,570.56,1134.3,2180.33,1509.8,477.37,1049.99,2039.84,1776.38,386.88,1118.96,2510.92,1590.27,380.23,1765.57,2250.06,1805.28,454.96,2658.93,2434.11,2015.26,420.55,1439.69,1884.21,2055.26,434.35,3038.54,4156.11,3865.52,559.73,3030.33,3515.04,2141.48,465.47,2896.98,3761.15,2082.18,519.65,1059.14,3909.59,1731.3,641.94,1258.2,4038.28,1793.83,488.04,732.01,1772.66,655.03,599.01,504.0,1709.0,575.0,501.0,566.0,355.0,520.0,756.0
Region X ,Goatfish ,,,,,,,,,,,,,,,,,11.63,18.53,4.73,11.63,,,,,,,,,,,,,3.37,13.71,4.71,4.1,3.38,14.02,3.61,3.68,3.34,12.85,3.34,0.96,5.61,12.59,3.39,0.85,13.01,8.39,3.68,0.87,11.270000000000001,16.5,4.7,12.61,18.91,26.95,14.54,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region X ,Grouper ,0.84,4.0,2.42,2.42,20.33,20.33,22.26,18.4,0.63,0.63,0.63,0.63,,,,,16.189999999999998,21.36,11.02,16.189999999999998,,,,,,,,,,,,,75.31,98.08,10.67,86.31,65.94,115.26,12.65,95.19,77.89,126.76,15.28,79.65,89.48,122.47,14.89,82.55,18.77,144.72,11.36,100.57,3.4,183.66,14.1,107.7,63.82,294.96,13.64,116.97,70.11,283.0,24.29,104.73,61.82,13.23,77.73,156.95,7.9,10.81,110.23,149.33,73.48,16.19,24.9,37.58,8.02,2.44,11.1,7.1866666666666665,2.84,1.0,10.45,4.763333333333333,10.0,10.0,10.0,10.0,,,,
Region X ,Hairtail ,43.79,49.52,2.13,7.6,46.04,23.0,20.21,4.57,23.52,82.18,161.59,44.25,0.4,0.4,0.4,0.4,22.009999999999998,27.21,16.81,22.009999999999998,,,,,,,,,0.8,32.62,14.7,82.36,83.35,104.48,13.93,76.28,75.38,117.86,14.34,73.98,62.29,101.67,14.23,90.38,75.52,90.9,14.99,87.35,13.08,104.91,14.25,100.25,6.05,106.79,10.01,101.9,22.02,270.59,13.32,107.78,35.79,287.14,23.11,211.97,96.12333333333333,13.33,126.47,148.57,,,,,1.7999999999999998,1.2,2.4,1.7999999999999998,0.97,0.97,0.97,0.97,,,,,,,,,,,,
Region X ,Indian mackerel ,55.96,106.87,26.71,85.78,41.97,100.72,77.81,59.42,71.13,424.59,106.24,77.41,76.16,72.21,90.42,150.08,100.05,98.63,96.93,125.42,91.27,147.73,109.69,115.81,94.55,139.9,128.04,128.74,96.64,143.98,139.17,126.5,31.84,233.85,159.75,125.82,50.86,235.57,80.54,130.66,36.94,879.81,86.68,130.05,23.79,224.96,29.64,145.96,36.2,234.87,26.28,151.64,22.34,220.63,9.61,186.87,46.15,1008.94,100.71,208.58,49.94,107.27,23.31,206.65,54.14,44.14,46.43,317.77,31.07,1.32,7.16,185.9,38.91,107.19,107.19,175.47,10.4,242.46333333333328,556.31,160.68,10.0,238.20666666666668,682.28,22.34,1.0,194.33333333333334,566.0,16.0,1.0,3.5,6.0,3.5
Region X ,Bali sardinella ,644.43,641.02,854.73,505.25,1393.48,1096.76,1080.89,942.12,1121.48,1790.86,1864.27,1317.91,1227.32,3232.77,2178.17,820.1,1810.57,4021.07,2352.02,1106.19,2089.05,4038.26,2125.34,1283.33,2345.18,5192.47,2021.29,821.11,2481.29,5621.61,2227.2,888.04,3465.65,5987.44,2393.22,925.73,3416.63,6503.54,2288.34,967.66,3373.64,5238.38,2127.24,458.72,2727.96,5459.83,2578.7,1350.44,2038.29,5618.84,2093.01,820.14,1245.24,5060.55,2464.86,1059.61,1853.7,4908.43,2632.61,878.51,1369.28,4322.36,1992.24,1002.44,1405.36,4007.25,1690.93,1117.55,1199.15,3021.03,1611.94,934.61,1619.05,2892.26,1638.09,975.19,739.0,1067.08,835.0,498.89,850.65,1112.99,875.84,677.75,603.0,1088.0,773.0,677.0,416.0,718.0,554.0,210.0
Region X ,Indo-pacific mackerel ,25.66,72.8,0.02,7.46,3.28,75.34,12.1,10.78,76.18,172.6,35.07,15.0,48.78,71.4,41.53,70.58,53.65,76.8,44.56,78.04,53.91,77.32,41.99,81.95,52.41,78.11,41.05,77.53,53.78,74.1,43.63,80.81,50.27,72.26,42.28,78.98,46.61,68.65,35.97,89.09,45.38,90.41,38.05,86.1,30.37,71.75,40.91,91.19,51.38,110.46,44.46,110.83,64.04,98.92,46.27,130.68,47.88,101.52,50.15,123.06,60.44,19.39,35.38,179.06,29.35,38.32,115.39,283.68,14.42,35.69,150.54,289.21,119.94,13.57,14.22,163.5,30.9,258.21,1.28,156.77,10.11,5.3,6.596666666666667,4.38,5.0,5.0,5.0,5.0,,,,
Region X ,Mullet ,2.105,3.5,2.105,0.71,16.325,16.325,19.37,13.28,,,,,,,,,13.700000000000001,20.28,7.12,13.700000000000001,,,,,,,,,,,,,41.47,23.1,33.02,43.16,34.53,30.48,36.45,59.22,36.94,35.23,38.46,75.58,50.576666666666675,34.82,38.87,78.04,18.55,52.0,75.64,110.15,14.83,59.79,91.97,112.29,32.5,174.76,110.76,124.95,26.66,78.95666666666666,17.85,192.36,37.42,11.51,217.41,200.69,9.0,103.57666666666667,234.01,67.72,8.25,37.78666666666667,101.86,3.25,8.24,10.085,11.93,10.085,15.48,15.48,15.48,15.48,15.0,15.0,15.0,15.0,,,,
Region X ,Parrot fish ,,,,,,,,,,,,,,,,,13.084999999999999,19.65,6.52,13.084999999999999,,,,,,,,,,,,,4.79,21.79,12.21,3.2,4.36,16.49,13.03,3.67,5.24,11.0,14.7,4.2,1.55,11.61,14.65,3.88,1.27,13.64,15.35,5.79,8.95,19.82,8.27,5.56,8.0,11.47,11.18,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region X ,Porgies ,,,,,,,,,4.02,4.02,4.02,4.02,,,,,7.225,10.93,3.52,7.225,,,,,23.4,25.13,7.13,18.553333333333335,24.24,19.98,7.9,43.26,22.69,21.0,6.8,47.22,24.85,27.2,7.43,60.71,26.8,26.98,9.36,62.19,34.02,27.06,10.53,64.47,6.6,29.74,9.87,48.93,4.9,32.42,10.48,61.72,24.0,141.22,7.71,68.03,31.35,51.85666666666666,13.94,110.28,17.6,10.81,66.5,162.09,2.77,9.16,69.19,161.43,17.25,20.8,24.53,15.3,8.13,11.55,12.0,1.65,9.0,3.0,10.38,1.0,5.5,5.5,10.0,1.0,,,,
Region X ,Round herring ,10.45,18.21,0.67,9.776666666666667,21.083333333333332,18.5,24.5,20.25,21.69,30.8,19.87,14.4,0.32,2.18,1.01,2.57,0.57,2.12,1.26,2.55,0.51,2.04,1.4,2.5,0.45,2.25,1.53,0.94,0.43,1.8,1.37,0.85,0.36,1.69,1.06,0.83,0.35,1.44,0.83,0.96,0.8099999999999999,1.62,0.47,0.34,0.82,1.4,0.6,0.46,1.626666666666667,3.29,0.86,0.73,1.6866666666666665,3.94,0.33,0.79,1.95,4.16,0.93,1.21,6.19,6.19,6.19,6.19,,,,,15.19,15.19,15.19,15.19,47.5,31.935000000000002,16.37,31.935000000000002,,,,,,,,,,,,,,,,
Region X ,Roundscad ,523.67,1114.17,152.15,410.02,635.29,1427.84,522.11,394.35,589.55,954.08,605.73,672.06,551.64,1025.4,829.91,723.19,603.64,1281.98,853.28,625.64,747.85,1751.56,968.67,661.97,676.21,1838.47,1185.27,843.85,696.21,1853.77,1325.35,858.53,632.3,2047.31,1295.18,816.62,669.36,2017.72,1261.6,749.19,655.02,1876.22,1405.93,543.82,616.78,1589.11,1363.32,572.85,508.27,1577.6,1224.65,809.33,630.82,2357.91,1781.51,461.95,986.54,2755.42,1850.76,669.51,903.71,3001.2,1952.53,643.73,980.78,2421.26,4105.29,810.29,984.59,2707.15,4100.19,883.73,800.09,2080.73,3321.79,710.87,656.0,1966.48,3363.14,1189.24,843.85,1008.55,573.62,369.31,591.0,776.0,421.0,340.0,261.0,362.0,387.0,128.0
Region X ,Siganid ,15.29,15.29,15.29,15.29,11.89,16.7,9.98,8.99,18.19333333333333,24.14,21.8,8.64,1.2,1.2,1.2,1.2,8.695,13.64,3.75,8.695,,,,,,,,,,,,,25.47,48.46,48.46,17.17,24.59,46.34,40.22,14.26,23.7,50.71,60.74,12.73,39.43,45.06,58.62,14.61,9.57,49.01,21.18,17.25,37.86666666666667,54.66,24.76,34.18,30.0,26.95,18.17,19.54,25.56,5.37,18.83,106.96,56.584999999999994,56.584999999999994,44.82,68.35,,,,,,,,,8.29,8.29,8.29,8.29,,,,,200.0,200.0,200.0,200.0,200.0,190.0,190.0,180.0
Region X ,Skipjack ,141.76,120.71,24.93,81.68,83.3,74.63,89.85,178.52,95.79,109.92,173.51,295.65,208.09,143.75,123.11,158.66,100.16,128.43,129.61,142.04,181.73,440.16,116.74,132.84,105.5,335.1,178.56,168.52,114.76,188.11,174.78,155.84,98.42,255.52,135.29,141.93,79.06,178.04,114.42,136.34,75.85,135.35,141.02,250.7,38.45,109.82,104.35,156.34,69.8,113.09,306.01,240.39,51.89,163.35,336.11,316.9,143.85,187.27,320.97,290.35,145.77,56.22,322.41,236.03,109.7,48.19,270.43,310.95,61.95,47.55,323.97,287.78,74.45,43.1,130.93,145.23,43.4,42.18,152.45,140.2,9.61,116.0,29.1,103.87,125.0,124.0,25.0,117.0,100.0,100.0,100.0,100.0
Region X ,Slipmouth ,3.31,39.61,2.59,10.91,37.22666666666667,56.0,28.44,27.24,109.63,179.0,73.94,17.28,51.68,67.0,76.5,40.0,50.47,66.89,75.24,39.05,50.03,66.56,74.14,37.99,47.15,76.85,73.08,33.21,46.81,81.59,67.37,33.22,36.49,71.74,65.97,39.13,41.61,69.95,45.66,32.67,41.73,47.9,37.67,36.26,42.57,34.9,36.26,34.27,14.25,31.81,30.05,43.54,4.38,41.52,40.64,55.35,79.0,113.31,38.06,61.87,101.77,84.25999999999999,27.52,123.49,90.63,2.91,101.36,150.49,54.03,0.35,61.19,168.0,20.5,18.96,17.42,18.96,8.67,9.86,11.05,9.86,4.16,4.16,4.16,4.16,7.0,7.0,4.0,10.0,6.0,6.0,6.0,6.0
Region X ,Snapper ,,,,,9.12,8.003333333333332,8.53,6.36,29.849999999999998,45.3,29.849999999999998,14.4,32.08,45.23,45.12,48.71,31.31,45.19,44.07,50.25,30.62,45.84,62.75,49.93,29.19,42.82,51.55,48.44,31.86,45.73,55.65,49.19,26.55,38.12,47.8,43.48,28.13,45.89,46.71,46.46,23.09,51.2,55.63,33.51,20.73,50.41,54.2,31.13,1.29,53.94,23.29,28.61,3.46,61.43,32.52,31.54,41.5,107.25,33.51,33.81,45.28,46.583333333333336,24.23,70.24,41.44,13.21,61.28,144.13,11.67,6.32,40.43,116.32,59.69,3.21,6.2,3.17,10.0,4.2,5.133333333333333,1.2,11.0,5.0,5.666666666666667,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,126.0
Region X ,Spanish mackerel ,54.15,42.09,15.54,88.68,8.17,0.93,16.96,41.78,232.85,327.4,53.76,49.57,234.4,218.45,269.09,283.83,248.07,214.47,292.72,276.24,237.03,230.6,235.55,267.11,261.08,222.66,233.69,244.74,255.11,228.68,228.79,247.93,163.5,241.86,239.85,240.68,160.58,187.18,234.12,199.36,147.38,232.56,266.43,196.95,156.91,250.61,258.96,185.45,73.88,253.64,116.02,153.47,91.75,270.67,124.66,187.36,114.82,286.83,143.47,202.72,141.93,14.44,31.02,231.8,118.82,28.71,197.16,289.7,97.91,13.98,164.76,332.45,57.39,39.56,5.21,130.01,1.7,4.0,10.79,105.6,1.06,40.03666666666667,11.76,107.29,51.0,54.0,9.0,102.0,31.0,55.0,8.0,103.0
Region X ,Squid ,93.2,87.26,31.09,179.72,135.23,81.37,102.77,189.93,55.11,61.52,54.6,196.33,73.22,68.05,27.58,128.05,63.4,57.9,26.76,127.67,96.45,91.02,33.63,124.82,92.43,50.53,39.47,137.7,100.16,49.62,42.85,140.41,125.32,58.15,56.09,178.04,121.76,54.36,44.38,207.19,91.83,38.2,43.65,562.21,137.39,32.06,34.53,157.77,22.98,24.43,26.75,205.47,277.14,183.94,54.81,207.65,388.46,320.74,57.8,349.28,328.38,158.64,37.01,271.83,139.61,135.15,199.14,381.26,103.07,148.3,174.54,530.79,31.87,117.9,114.05,216.32,175.0,187.0,150.3,130.61,146.39,65.0,148.15,116.6,141.0,229.0,352.0,161.0,308.0,223.0,338.0,221.0
Region X ,Threadfin bream ,,,,,9.559999999999999,9.559999999999999,8.03,11.09,,,,,1.23,1.23,1.23,1.23,1.855,1.61,2.1,1.855,,,,,,,,,,,,,2.72,8.55,9.48,8.11,2.4,8.52,7.91,7.94,2.56,7.29,7.28,9.35,7.2,5.57,7.21,8.82,7.7,12.14,6.41,9.12,10.02,14.43,6.97,8.66,6.029999999999999,6.029999999999999,6.59,5.47,,,,,,,,,,,,,3.2,3.2,3.2,3.2,32.0,32.0,32.0,32.0,,,,,,,,,,,,
Region X ,Yellowfin tuna ,207.17,209.32,750.68,49.12,6.47,3.31,10.65,16.13,279.65,529.02,317.19,30.11,296.79,319.88,339.37,362.44,319.46,319.77,348.82,354.13,400.16,457.68,352.31,344.29,360.1,379.21,352.31,364.33,361.82,415.58,351.65,358.44,343.35,429.26,362.82,345.55,244.25,391.83,359.71,334.72,241.79,404.88,141.78,260.8,250.81,412.41,154.12,263.85,280.61,443.32,164.42,301.64,300.71,448.32,178.94,396.97,216.51,74.27,232.01,634.93,472.53,534.19,214.83,646.78,209.73,140.32,318.86,373.18,188.21,136.16,237.92,379.27,239.25,189.97,128.35,271.26,425.0,298.0,71.05,212.0,387.99,332.96,101.12,250.4,340.0,273.0,105.0,223.0,201.0,115.0,120.0,243.0
Region X ,Others,389.35,199.28,196.19,431.11,46.84,139.83,130.44,200.19,170.95,250.26,41.65,19.96,279.43,452.12,229.92,221.8,268.12,465.59,250.54,287.94,332.57,688.13,303.92,242.51,325.04,539.95,303.28,281.21,356.0,520.55,398.22,274.21,392.8,479.73,384.5,340.95,316.93,535.26,366.64,371.01,196.11,534.78,411.04,551.71,233.52,489.79,358.91,388.45,514.34,550.96,266.25,511.1,812.14,670.98,407.99,528.15,866.35,827.43,371.85,805.17,1071.83,1314.34,325.01,766.53,1482.02,794.83,1503.16,1021.98,1994.66,771.96,1500.44,1162.26,728.05,502.99,1365.06,1281.0,527.9,754.52,1608.36,1800.07,1156.52,1393.34,1637.95,1602.33,743.0,1441.0,1447.0,1394.0,767.0,1350.0,1358.0,1227.0
Region XI ,Acetes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64,6.64,6.64,6.64,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.09,1.09,1.09,24.67,1.12,12.895000000000001,12.895000000000001,0.3,0.83,0.565,0.565,,,,,,,,,,,,,,,,
Region XI ,Anchovies ,,,,,14.73,14.73,14.73,14.73,0.58,0.58,0.58,0.58,,,,,1.2,1.2,1.2,1.2,0.88,0.88,0.88,0.88,87.95,0.85,4.0,0.65,0.15,2.19,0.9233333333333333,0.43,22.78,27.71,26.07,6.34,0.46,70.07,25.07,114.62,230.88,140.84,32.17,142.79,61.34,122.81,180.02,623.11,211.66,79.49,482.33,912.0,225.5,203.08,76.97,65.29,225.14,226.23,15.73,30.79,128.4,72.8,0.44,12.18,108.05,122.2,103.65,224.05,37.44,133.0,75.12,300.49,2.87,118.83,178.52,55.41,10.22,7.33,7.32,2.63,6.33,2.25,1.5,1.0,5.0,6.0,6.0,5.666666666666667,10.0,6.0,2.0,14.0
Region XI ,Big-eyed scad ,42.58,21.92,51.69,84.7,178.01,69.79,43.45,103.2,35.3,44.68,55.63,73.2,40.88,40.58,47.8,33.42,31.61,19.96,28.6,48.49,45.64,55.53,36.3,34.42,90.57,79.67,38.17,64.74,120.35,32.92,34.18,115.57,104.95,108.6,62.08,143.71,138.32,152.61,130.02,237.39,224.95,179.96,141.18,287.77,251.82,245.83,345.71,505.22,228.03,473.32,324.79,705.2,334.46,349.27,449.87,474.63,283.58,206.42,186.2,299.13,430.38,271.52,137.78,235.81,462.86,221.38,218.12,340.52,189.51,245.81,103.88,267.36,216.89,115.92,140.66,278.6,218.22,173.45,115.06,112.21,33.35,32.1,38.8,169.35,49.0,31.0,41.0,169.0,51.0,26.0,40.0,45.0
Region XI ,Bigeye tuna ,1.03,51.25,4.93,147.79,0.98,0.27,11.09,4.63,0.68,53.22,0.21,4.31,0.75,0.75,0.75,0.75,32.23,22.195,12.16,22.195,37.02,69.79,104.14,57.97,79.7,116.14,58.06,24.06,46.17,160.06,152.59,82.39,213.91,126.67,213.86,175.93,182.94,264.55,312.55,170.7,174.96,367.88,431.95,317.36,212.53,314.7,376.54,239.27,168.27,165.43,141.77,159.35,179.3,218.31,131.66,155.67,216.43,139.08,101.58,208.38,319.8,360.36,173.46,230.11,220.1,290.83,310.04,452.93,349.02,458.05,404.25,398.67,154.37,558.74,819.7,325.68,243.95,163.78,301.04,334.71,,,,,,,,,,,,
Region XI ,Blue crab ,,,,,,,,,,,,,,,,,,,,,0.21,0.21,0.21,0.21,,,,,,,,,14.379999999999999,0.56,14.379999999999999,28.2,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.95,0.95,0.95,1.35,1.35,1.35,1.35,2.57,2.57,2.57,2.57,0.19,0.19,0.19,0.19,0.5,0.94,1.63,0.98,0.75,1.0,0.75,0.5,1.0,1.0,1.0,1.0,,,,
Region XI ,Caesio ,0.225,0.4,0.05,0.225,,,,,0.98,0.695,0.695,0.41,1.03,1.03,1.03,1.03,,,,,0.45,0.45,0.45,0.45,0.85,0.85,0.85,0.85,0.47,0.47,0.47,0.47,2.755,2.755,0.21,5.3,,,,,,,,,,,,,,,,,51.0,51.0,51.0,51.0,0.27,107.61,41.25,49.71,95.43,0.51,0.32,0.31,0.39,0.7,51.94,0.27,1.25,8.68,0.28,3.403333333333333,1.3,0.68,5.59,2.5233333333333334,0.9,13.14,0.87,0.6,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Region XI ,Cavalla ,0.22,0.13,0.26,0.38,0.39,0.4,0.27,0.55,1.49,0.06,0.81,0.4,0.1,1.5766666666666669,2.11,2.52,2.67,1.935,1.935,1.2,0.9733333333333333,0.63,1.01,1.28,0.39,0.47,0.38999999999999996,0.31,51.1,51.1,51.1,51.1,3.8,5.91,3.79,4.5,1.73,3.41,5.05,1.02,4.2,6.75,12.3,1.05,2.22,2.22,2.22,2.22,,,,,0.3,0.36,0.33,0.33,0.36,0.365,0.37,0.365,0.5,0.41,0.67,0.39,0.55,0.55,0.31,1.02,1.26,1.52,1.25,1.59,1.71,6.82,1.18,0.54,0.73,10.18,10.83,7.19,5.0,3.49,0.75,3.08,5.0,4.0,6.0,4.0,4.0,3.0,5.0,2.0
Region XI ,Crevalle ,0.07,0.07,0.07,0.07,0.48,0.48,0.48,0.48,0.31,6.03,17.59,0.19,,,,,3.52,3.0949999999999998,3.0949999999999998,2.67,0.39,0.52,0.455,0.455,3.175,3.175,1.83,4.52,1.88,1.05,1.05,0.22,6.16,6.005,6.005,5.85,1.93,2.32,2.34,3.0,2.04,2.39,3.44,2.32,4.9,13.8,3.21,1.63,13.15,15.8,15.82,6.34,29.78,37.8,14.6,7.86,4.35,25.16,25.75,33.68,4.66,11.59,41.2,9.7,7.65,9.8,5.5,7.65,8.015,11.93,4.1,8.015,18.88,10.75,2.02,13.03,22.02,31.65,24.62,35.78,4.0,2.74,3.29,4.58,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0
Region XI ,Eastern little tuna ,181.72,92.34,70.31,44.04,42.79,37.02,70.17,72.45,19.25,105.4,40.06,35.44,6.3,29.34,42.78,43.86,17.99,11.45,28.09,43.8,12.21,13.74,26.9,11.16,48.62,10.9,2.49,6.24,34.97,2.8,6.66,21.28,29.07,87.14,22.69,48.62,55.23,92.32,22.96,5.79,72.72,108.45,30.3,42.24,51.3,47.84,40.57,35.58,83.1,52.66,50.57,49.93,53.97,57.91,8.75,11.52,123.78,48.66,7.45,40.25,56.84,0.51,59.25666666666667,120.42,136.6,73.6,119.41,141.58,4.9,1.32,192.08,184.07,19.05,100.0,7.27,111.56,8.49,20.51,14.18,49.68,3.56,3.51,4.06,4.7,1.0,1.0,2.0,3.0,,,,
Region XI ,Fimbriated sardines ,7.86,12.476666666666667,0.69,28.88,,,,,1.86,1.86,1.86,1.86,,,,,18.21,18.21,18.21,18.21,0.55,0.75,0.35,0.55,,,,,,,,,16.945,23.17,16.945,10.72,10.0,10.0,10.0,10.0,30.6,15.3,22.950000000000003,22.950000000000003,,,,,,,,,,,,,,,,,3.54,3.54,3.54,3.54,,,,,,,,,257.89000000000004,3.69,257.89000000000004,512.09,,,,,,,,,2.5,2.5,3.0,2.0,2.0,2.0,3.0,1.0
Region XI ,Flying fish ,4.65,3.68,4.3,9.27,5.91,2.88,5.75,10.04,11.37,7.66,20.0,6.45,0.03,0.03,0.03,0.03,0.03,0.02,0.025,0.025,6.38,1.61,2.13,3.3733333333333335,0.43,2.28,0.81,1.1733333333333333,,,,,,,,,19.6,19.6,19.6,19.6,2.1,2.1,2.1,2.1,,,,,3.42,3.42,3.42,3.42,,,,,0.35,0.35,0.35,0.35,,,,,,,,,32.88,26.94,38.82,32.88,13.63,12.4,2.7,48.5,9.25,43.12,33.72,74.05,59.53,42.48,39.35,46.4,59.0,46.0,66.0,46.0,59.0,44.0,66.0,82.0
Region XI ,Frigate tuna ,59.15,104.29,56.65,172.43,96.99,85.64,89.7,164.95,77.35,251.66,147.64,110.63,48.22,57.01,64.52,41.2,43.62,55.44,62.08,67.92,69.62,93.49,39.22,22.63,55.31,74.64,38.7,125.73,36.79,61.97,40.15,144.5,100.25,169.72,114.13,157.76,143.77,283.35,107.06,121.61,194.58,318.58,90.96,161.92,315.41,448.92,413.14,194.16,231.22,212.75,236.08,630.69,193.44,183.88,211.17,322.97,131.75,210.02,106.26,99.39,309.16,147.86,152.88,175.37,359.75,270.68,295.62,223.64,269.21,356.02,268.29,247.21,196.7,164.61,124.83,132.0,166.0,106.92,100.71,290.29,69.03,50.78,70.56,141.33,71.0,46.0,72.0,133.0,102.0,65.0,87.0,95.0
Region XI ,Goatfish ,0.34,0.4,0.34,0.28,0.14,0.14,0.14,0.14,,,,,,,,,0.07,0.07,0.07,0.07,2.9,0.45,1.675,1.675,0.11,0.11,0.11,0.11,,,,,1.98,1.98,1.98,1.98,,,,,5.8,8.32,5.023333333333333,0.95,0.61,0.61,0.61,0.61,7.95,7.95,7.95,7.95,,,,,,,,,,,,,1.86,29.62,44.0,43.0,3.4,2.225,2.225,1.05,36.16,36.16,18.32,54.0,0.51,0.6066666666666667,1.2,0.11,,,,,3.0,3.0,3.0,3.0,,,,
Region XI ,Grouper ,0.31,0.31,0.31,0.31,0.11,0.39,0.36,0.44,1.09,0.07,0.56,0.38,1.74,1.74,1.74,1.74,1.4849999999999999,0.55,1.4849999999999999,2.42,0.615,0.49,0.74,0.615,0.2,0.42,0.21,0.46,1.2,1.2,1.2,1.2,2.15,1.26,1.0,1.47,0.69,1.64,4.97,0.53,4.84,6.75,9.2,0.52,0.63,0.63,0.63,0.63,,,,,,,,,,,,,0.32,0.27,0.29000000000000004,0.28,0.21,0.16,0.16,0.11,0.02,0.37,0.65,3.9,0.73,3.12,0.6,0.17,1.44,0.28,1.09,0.9366666666666666,6.12,3.55,2.75,0.5,5.0,4.0,7.0,4.0,5.0,4.0,6.0,8.0
